SessionID,Date,ResourceID,MethodID,Duration_Minutes,FocusScore,Passive_Flag,Hour,DateTime
786,2006-07-10 00:34:16.952844,101,1,69,79,1,8,2006-07-10 08:34:16.952844
787,2006-07-11 00:34:16.952844,103,2,168,76,1,14,2006-07-11 14:34:16.952844
788,2006-07-12 00:34:16.952844,106,5,153,89,1,22,2006-07-12 22:34:16.952844
789,2006-07-13 00:34:16.952844,106,1,67,82,1,16,2006-07-13 16:34:16.952844
790,2006-07-14 00:34:16.952844,103,5,162,90,0,17,2006-07-14 17:34:16.952844
791,2006-07-15 00:34:16.952844,102,2,119,92,1,8,2006-07-15 08:34:16.952844
792,2006-07-16 00:34:16.952844,102,4,227,54,1,11,2006-07-16 11:34:16.952844
793,2006-07-17 00:34:16.952844,104,5,89,90,1,12,2006-07-17 12:34:16.952844
794,2006-07-18 00:34:16.952844,107,5,234,54,0,6,2006-07-18 06:34:16.952844
795,2006-07-19 00:34:16.952844,107,2,234,66,0,11,2006-07-19 11:34:16.952844
796,2006-07-20 00:34:16.952844,105,4,143,82,1,18,2006-07-20 18:34:16.952844
797,2006-07-21 00:34:16.952844,101,5,74,93,0,12,2006-07-21 12:34:16.952844
798,2006-07-22 00:34:16.952844,101,5,215,52,0,14,2006-07-22 14:34:16.952844
799,2006-07-23 00:34:16.952844,105,5,85,82,0,8,2006-07-23 08:34:16.952844
800,2006-07-24 00:34:16.952844,102,3,127,82,1,17,2006-07-24 17:34:16.952844
801,2006-07-25 00:34:16.952844,101,2,120,87,1,13,2006-07-25 13:34:16.952844
802,2006-07-26 00:34:16.952844,101,5,62,80,1,14,2006-07-26 14:34:16.952844
803,2006-07-27 00:34:16.952844,107,1,176,90,1,18,2006-07-27 18:34:16.952844
804,2006-07-28 00:34:16.952844,102,5,197,50,1,13,2006-07-28 13:34:16.952844
805,2006-07-29 00:34:16.952844,104,5,88,90,0,15,2006-07-29 15:34:16.952844
806,2006-07-30 00:34:16.952844,105,4,198,62,1,22,2006-07-30 22:34:16.952844
807,2006-07-31 00:34:16.952844,106,1,136,87,1,12,2006-07-31 12:34:16.952844
808,2006-08-01 00:34:16.952844,103,1,118,84,0,22,2006-08-01 22:34:16.952844
809,2006-08-02 00:34:16.952844,105,1,129,80,0,7,2006-08-02 07:34:16.952844
810,2006-08-03 00:34:16.952844,104,3,217,56,0,8,2006-08-03 08:34:16.952844
811,2006-08-04 00:34:16.952844,105,1,162,85,0,6,2006-08-04 06:34:16.952844
812,2006-08-05 00:34:16.952844,104,1,74,93,1,15,2006-08-05 15:34:16.952844
813,2006-08-06 00:34:16.952844,104,2,60,84,0,19,2006-08-06 19:34:16.952844
814,2006-08-07 00:34:16.952844,107,4,167,85,1,18,2006-08-07 18:34:16.952844
815,2006-08-08 00:34:16.952844,104,4,210,56,1,14,2006-08-08 14:34:16.952844
816,2006-08-09 00:34:16.952844,104,1,188,67,0,11,2006-08-09 11:34:16.952844
817,2006-08-10 00:34:16.952844,106,3,129,76,0,11,2006-08-10 11:34:16.952844
818,2006-08-11 00:34:16.952844,102,5,235,62,1,15,2006-08-11 15:34:16.952844
819,2006-08-12 00:34:16.952844,105,2,41,81,0,8,2006-08-12 08:34:16.952844
820,2006-08-13 00:34:16.952844,107,1,223,62,0,10,2006-08-13 10:34:16.952844
821,2006-08-14 00:34:16.952844,103,4,75,91,1,16,2006-08-14 16:34:16.952844
822,2006-08-15 00:34:16.952844,105,4,46,82,0,15,2006-08-15 15:34:16.952844
823,2006-08-16 00:34:16.952844,102,4,127,87,1,22,2006-08-16 22:34:16.952844
824,2006-08-17 00:34:16.952844,102,3,192,65,0,9,2006-08-17 09:34:16.952844
825,2006-08-18 00:34:16.952844,106,1,99,93,0,6,2006-08-18 06:34:16.952844
826,2006-08-19 00:34:16.952844,107,4,187,56,0,19,2006-08-19 19:34:16.952844
827,2006-08-20 00:34:16.952844,102,2,103,83,0,13,2006-08-20 13:34:16.952844
828,2006-08-21 00:34:16.952844,101,5,92,89,0,7,2006-08-21 07:34:16.952844
829,2006-08-22 00:34:16.952844,104,5,66,78,0,20,2006-08-22 20:34:16.952844
830,2006-08-23 00:34:16.952844,102,1,177,78,1,7,2006-08-23 07:34:16.952844
831,2006-08-24 00:34:16.952844,104,2,97,91,0,9,2006-08-24 09:34:16.952844
832,2006-08-25 00:34:16.952844,107,1,41,91,0,6,2006-08-25 06:34:16.952844
833,2006-08-26 00:34:16.952844,105,3,167,75,0,15,2006-08-26 15:34:16.952844
834,2006-08-27 00:34:16.952844,107,5,51,92,1,6,2006-08-27 06:34:16.952844
835,2006-08-28 00:34:16.952844,105,5,79,88,1,20,2006-08-28 20:34:16.952844
836,2006-08-29 00:34:16.952844,102,3,221,64,0,9,2006-08-29 09:34:16.952844
837,2006-08-30 00:34:16.952844,106,5,58,86,0,12,2006-08-30 12:34:16.952844
838,2006-08-31 00:34:16.952844,104,3,193,52,1,12,2006-08-31 12:34:16.952844
839,2006-09-01 00:34:16.952844,101,5,209,61,0,18,2006-09-01 18:34:16.952844
840,2006-09-02 00:34:16.952844,106,4,36,85,1,15,2006-09-02 15:34:16.952844
841,2006-09-03 00:34:16.952844,101,3,62,80,1,13,2006-09-03 13:34:16.952844
842,2006-09-04 00:34:16.952844,107,5,140,89,1,15,2006-09-04 15:34:16.952844
843,2006-09-05 00:34:16.952844,106,4,189,68,1,19,2006-09-05 19:34:16.952844
844,2006-09-06 00:34:16.952844,102,3,232,51,1,19,2006-09-06 19:34:16.952844
845,2006-09-07 00:34:16.952844,102,5,203,51,1,16,2006-09-07 16:34:16.952844
846,2006-09-08 00:34:16.952844,102,2,58,78,1,11,2006-09-08 11:34:16.952844
847,2006-09-09 00:34:16.952844,107,2,238,52,1,6,2006-09-09 06:34:16.952844
848,2006-09-10 00:34:16.952844,101,5,170,83,1,12,2006-09-10 12:34:16.952844
849,2006-09-11 00:34:16.952844,104,5,68,89,0,8,2006-09-11 08:34:16.952844
850,2006-09-12 00:34:16.952844,104,2,148,85,1,16,2006-09-12 16:34:16.952844
851,2006-09-13 00:34:16.952844,102,3,145,76,0,10,2006-09-13 10:34:16.952844
852,2006-09-14 00:34:16.952844,104,3,204,63,0,7,2006-09-14 07:34:16.952844
853,2006-09-15 00:34:16.952844,105,2,113,85,0,9,2006-09-15 09:34:16.952844
854,2006-09-16 00:34:16.952844,103,4,56,77,0,15,2006-09-16 15:34:16.952844
855,2006-09-17 00:34:16.952844,107,1,110,86,0,7,2006-09-17 07:34:16.952844
856,2006-09-18 00:34:16.952844,107,5,213,64,0,13,2006-09-18 13:34:16.952844
857,2006-09-19 00:34:16.952844,104,2,237,54,1,6,2006-09-19 06:34:16.952844
858,2006-09-20 00:34:16.952844,103,1,216,69,0,11,2006-09-20 11:34:16.952844
859,2006-09-21 00:34:16.952844,102,1,35,93,1,16,2006-09-21 16:34:16.952844
860,2006-09-22 00:34:16.952844,102,5,214,54,0,15,2006-09-22 15:34:16.952844
861,2006-09-23 00:34:16.952844,104,2,160,75,1,18,2006-09-23 18:34:16.952844
862,2006-09-24 00:34:16.952844,107,3,87,80,1,6,2006-09-24 06:34:16.952844
863,2006-09-25 00:34:16.952844,104,5,44,76,1,7,2006-09-25 07:34:16.952844
864,2006-09-26 00:34:16.952844,103,3,218,52,1,8,2006-09-26 08:34:16.952844
865,2006-09-27 00:34:16.952844,105,4,93,91,1,14,2006-09-27 14:34:16.952844
866,2006-09-28 00:34:16.952844,101,4,54,86,1,10,2006-09-28 10:34:16.952844
867,2006-09-29 00:34:16.952844,102,3,47,89,1,15,2006-09-29 15:34:16.952844
868,2006-09-30 00:34:16.952844,104,1,237,57,0,15,2006-09-30 15:34:16.952844
869,2006-10-01 00:34:16.952844,106,2,89,88,0,17,2006-10-01 17:34:16.952844
870,2006-10-02 00:34:16.952844,103,5,174,82,1,6,2006-10-02 06:34:16.952844
871,2006-10-03 00:34:16.952844,103,2,108,88,0,8,2006-10-03 08:34:16.952844
872,2006-10-04 00:34:16.952844,103,2,79,94,1,10,2006-10-04 10:34:16.952844
873,2006-10-05 00:34:16.952844,105,2,228,52,1,22,2006-10-05 22:34:16.952844
874,2006-10-06 00:34:16.952844,105,3,122,86,1,13,2006-10-06 13:34:16.952844
875,2006-10-07 00:34:16.952844,107,4,210,52,1,22,2006-10-07 22:34:16.952844
876,2006-10-08 00:34:16.952844,104,2,177,88,1,14,2006-10-08 14:34:16.952844
877,2006-10-09 00:34:16.952844,102,2,44,88,1,11,2006-10-09 11:34:16.952844
878,2006-10-10 00:34:16.952844,102,5,228,66,0,22,2006-10-10 22:34:16.952844
879,2006-10-11 00:34:16.952844,105,1,155,86,0,13,2006-10-11 13:34:16.952844
880,2006-10-12 00:34:16.952844,107,1,113,78,0,12,2006-10-12 12:34:16.952844
881,2006-10-13 00:34:16.952844,104,2,38,80,0,12,2006-10-13 12:34:16.952844
882,2006-10-14 00:34:16.952844,101,2,205,51,0,20,2006-10-14 20:34:16.952844
883,2006-10-15 00:34:16.952844,102,5,117,82,1,12,2006-10-15 12:34:16.952844
884,2006-10-16 00:34:16.952844,103,1,168,87,1,13,2006-10-16 13:34:16.952844
885,2006-10-17 00:34:16.952844,106,4,238,57,0,14,2006-10-17 14:34:16.952844
886,2006-10-18 00:34:16.952844,101,5,50,92,1,20,2006-10-18 20:34:16.952844
887,2006-10-19 00:34:16.952844,101,1,93,92,1,7,2006-10-19 07:34:16.952844
888,2006-10-20 00:34:16.952844,105,3,139,89,0,12,2006-10-20 12:34:16.952844
889,2006-10-21 00:34:16.952844,105,4,124,80,0,20,2006-10-21 20:34:16.952844
890,2006-10-22 00:34:16.952844,101,1,61,85,0,15,2006-10-22 15:34:16.952844
891,2006-10-23 00:34:16.952844,102,2,74,75,1,6,2006-10-23 06:34:16.952844
892,2006-10-24 00:34:16.952844,107,3,131,83,1,12,2006-10-24 12:34:16.952844
893,2006-10-25 00:34:16.952844,107,4,165,85,0,8,2006-10-25 08:34:16.952844
894,2006-10-26 00:34:16.952844,103,4,208,58,1,19,2006-10-26 19:34:16.952844
895,2006-10-27 00:34:16.952844,105,2,174,86,0,17,2006-10-27 17:34:16.952844
896,2006-10-28 00:34:16.952844,103,1,150,88,0,19,2006-10-28 19:34:16.952844
897,2006-10-29 00:34:16.952844,101,4,189,64,1,9,2006-10-29 09:34:16.952844
898,2006-10-30 00:34:16.952844,104,5,109,94,1,18,2006-10-30 18:34:16.952844
899,2006-10-31 00:34:16.952844,101,1,190,59,0,21,2006-10-31 21:34:16.952844
900,2006-11-01 00:34:16.952844,101,4,197,67,1,21,2006-11-01 21:34:16.952844
901,2006-11-02 00:34:16.952844,106,3,126,76,0,10,2006-11-02 10:34:16.952844
902,2006-11-03 00:34:16.952844,105,1,62,83,0,11,2006-11-03 11:34:16.952844
903,2006-11-04 00:34:16.952844,102,5,234,50,1,11,2006-11-04 11:34:16.952844
904,2006-11-05 00:34:16.952844,103,1,106,94,0,11,2006-11-05 11:34:16.952844
905,2006-11-06 00:34:16.952844,106,3,183,56,0,12,2006-11-06 12:34:16.952844
906,2006-11-07 00:34:16.952844,102,3,223,55,0,21,2006-11-07 21:34:16.952844
907,2006-11-08 00:34:16.952844,102,5,132,88,0,14,2006-11-08 14:34:16.952844
908,2006-11-09 00:34:16.952844,107,4,151,92,0,18,2006-11-09 18:34:16.952844
909,2006-11-10 00:34:16.952844,103,2,172,76,0,17,2006-11-10 17:34:16.952844
910,2006-11-11 00:34:16.952844,105,4,135,86,1,6,2006-11-11 06:34:16.952844
911,2006-11-12 00:34:16.952844,104,2,78,82,0,13,2006-11-12 13:34:16.952844
912,2006-11-13 00:34:16.952844,105,3,232,52,0,9,2006-11-13 09:34:16.952844
913,2006-11-14 00:34:16.952844,101,4,152,80,0,10,2006-11-14 10:34:16.952844
914,2006-11-15 00:34:16.952844,107,1,38,80,1,22,2006-11-15 22:34:16.952844
915,2006-11-16 00:34:16.952844,105,5,102,81,1,8,2006-11-16 08:34:16.952844
916,2006-11-17 00:34:16.952844,107,3,189,58,0,6,2006-11-17 06:34:16.952844
917,2006-11-18 00:34:16.952844,106,3,143,86,1,6,2006-11-18 06:34:16.952844
918,2006-11-19 00:34:16.952844,104,2,37,82,1,14,2006-11-19 14:34:16.952844
919,2006-11-20 00:34:16.952844,105,4,207,69,1,10,2006-11-20 10:34:16.952844
920,2006-11-21 00:34:16.952844,102,5,91,89,1,12,2006-11-21 12:34:16.952844
921,2006-11-22 00:34:16.952844,101,5,156,81,1,11,2006-11-22 11:34:16.952844
922,2006-11-23 00:34:16.952844,107,2,232,69,0,22,2006-11-23 22:34:16.952844
923,2006-11-24 00:34:16.952844,101,3,237,53,0,22,2006-11-24 22:34:16.952844
924,2006-11-25 00:34:16.952844,104,2,163,77,1,18,2006-11-25 18:34:16.952844
925,2006-11-26 00:34:16.952844,103,3,156,83,0,17,2006-11-26 17:34:16.952844
926,2006-11-27 00:34:16.952844,101,1,217,59,1,9,2006-11-27 09:34:16.952844
927,2006-11-28 00:34:16.952844,104,3,43,85,1,13,2006-11-28 13:34:16.952844
928,2006-11-29 00:34:16.952844,101,2,239,61,0,10,2006-11-29 10:34:16.952844
929,2006-11-30 00:34:16.952844,102,4,116,86,1,10,2006-11-30 10:34:16.952844
930,2006-12-01 00:34:16.952844,105,5,170,87,1,18,2006-12-01 18:34:16.952844
931,2006-12-02 00:34:16.952844,101,1,151,93,0,16,2006-12-02 16:34:16.952844
932,2006-12-03 00:34:16.952844,103,5,84,88,0,13,2006-12-03 13:34:16.952844
933,2006-12-04 00:34:16.952844,105,5,129,87,1,13,2006-12-04 13:34:16.952844
934,2006-12-05 00:34:16.952844,107,4,165,93,0,6,2006-12-05 06:34:16.952844
935,2006-12-06 00:34:16.952844,103,4,73,92,1,18,2006-12-06 18:34:16.952844
936,2006-12-07 00:34:16.952844,107,1,227,67,0,10,2006-12-07 10:34:16.952844
937,2006-12-08 00:34:16.952844,105,5,179,79,0,13,2006-12-08 13:34:16.952844
938,2006-12-09 00:34:16.952844,106,4,125,83,0,22,2006-12-09 22:34:16.952844
939,2006-12-10 00:34:16.952844,102,3,88,77,1,18,2006-12-10 18:34:16.952844
940,2006-12-11 00:34:16.952844,103,4,185,59,0,14,2006-12-11 14:34:16.952844
941,2006-12-12 00:34:16.952844,101,2,64,89,1,7,2006-12-12 07:34:16.952844
942,2006-12-13 00:34:16.952844,103,4,126,81,1,22,2006-12-13 22:34:16.952844
943,2006-12-14 00:34:16.952844,104,1,105,91,1,12,2006-12-14 12:34:16.952844
944,2006-12-15 00:34:16.952844,103,2,123,94,1,8,2006-12-15 08:34:16.952844
945,2006-12-16 00:34:16.952844,105,5,66,78,0,14,2006-12-16 14:34:16.952844
946,2006-12-17 00:34:16.952844,104,1,137,94,0,15,2006-12-17 15:34:16.952844
947,2006-12-18 00:34:16.952844,103,1,217,67,1,19,2006-12-18 19:34:16.952844
948,2006-12-19 00:34:16.952844,103,5,206,68,1,20,2006-12-19 20:34:16.952844
949,2006-12-20 00:34:16.952844,107,3,125,83,1,6,2006-12-20 06:34:16.952844
950,2006-12-21 00:34:16.952844,103,4,193,51,0,11,2006-12-21 11:34:16.952844
951,2006-12-22 00:34:16.952844,103,3,95,89,0,20,2006-12-22 20:34:16.952844
952,2006-12-23 00:34:16.952844,104,3,191,53,0,11,2006-12-23 11:34:16.952844
953,2006-12-24 00:34:16.952844,104,3,35,81,1,6,2006-12-24 06:34:16.952844
954,2006-12-25 00:34:16.952844,106,4,199,68,0,8,2006-12-25 08:34:16.952844
955,2006-12-26 00:34:16.952844,103,4,144,86,1,22,2006-12-26 22:34:16.952844
956,2006-12-27 00:34:16.952844,107,4,160,87,1,21,2006-12-27 21:34:16.952844
957,2006-12-28 00:34:16.952844,101,5,47,82,0,13,2006-12-28 13:34:16.952844
958,2006-12-29 00:34:16.952844,105,5,50,89,0,22,2006-12-29 22:34:16.952844
959,2006-12-30 00:34:16.952844,106,5,128,82,0,13,2006-12-30 13:34:16.952844
960,2006-12-31 00:34:16.952844,106,4,129,90,0,22,2006-12-31 22:34:16.952844
961,2007-01-01 00:34:16.952844,104,3,116,84,0,14,2007-01-01 14:34:16.952844
962,2007-01-02 00:34:16.952844,107,4,201,63,1,17,2007-01-02 17:34:16.952844
963,2007-01-03 00:34:16.952844,102,3,107,76,0,9,2007-01-03 09:34:16.952844
964,2007-01-04 00:34:16.952844,103,2,148,79,1,16,2007-01-04 16:34:16.952844
965,2007-01-05 00:34:16.952844,107,4,98,80,0,9,2007-01-05 09:34:16.952844
966,2007-01-06 00:34:16.952844,104,5,70,89,1,19,2007-01-06 19:34:16.952844
967,2007-01-07 00:34:16.952844,105,4,43,81,1,19,2007-01-07 19:34:16.952844
968,2007-01-08 00:34:16.952844,105,1,113,76,1,11,2007-01-08 11:34:16.952844
969,2007-01-09 00:34:16.952844,106,5,99,91,0,22,2007-01-09 22:34:16.952844
970,2007-01-10 00:34:16.952844,101,2,152,76,1,7,2007-01-10 07:34:16.952844
971,2007-01-11 00:34:16.952844,102,5,192,54,0,13,2007-01-11 13:34:16.952844
972,2007-01-12 00:34:16.952844,105,4,34,75,1,9,2007-01-12 09:34:16.952844
973,2007-01-13 00:34:16.952844,107,4,197,61,0,15,2007-01-13 15:34:16.952844
974,2007-01-14 00:34:16.952844,101,1,213,53,1,12,2007-01-14 12:34:16.952844
975,2007-01-15 00:34:16.952844,102,5,74,89,0,9,2007-01-15 09:34:16.952844
976,2007-01-16 00:34:16.952844,104,3,60,85,1,21,2007-01-16 21:34:16.952844
977,2007-01-17 00:34:16.952844,104,5,39,77,0,19,2007-01-17 19:34:16.952844
978,2007-01-18 00:34:16.952844,103,1,147,88,1,21,2007-01-18 21:34:16.952844
979,2007-01-19 00:34:16.952844,101,3,109,84,1,14,2007-01-19 14:34:16.952844
980,2007-01-20 00:34:16.952844,101,1,122,84,0,9,2007-01-20 09:34:16.952844
981,2007-01-21 00:34:16.952844,103,3,105,83,1,11,2007-01-21 11:34:16.952844
982,2007-01-22 00:34:16.952844,104,2,30,79,1,6,2007-01-22 06:34:16.952844
983,2007-01-23 00:34:16.952844,103,4,49,82,0,12,2007-01-23 12:34:16.952844
984,2007-01-24 00:34:16.952844,104,4,200,61,1,6,2007-01-24 06:34:16.952844
985,2007-01-25 00:34:16.952844,101,3,30,94,0,13,2007-01-25 13:34:16.952844
986,2007-01-26 00:34:16.952844,107,1,57,85,0,8,2007-01-26 08:34:16.952844
987,2007-01-27 00:34:16.952844,107,3,194,64,0,6,2007-01-27 06:34:16.952844
988,2007-01-28 00:34:16.952844,106,2,233,54,0,6,2007-01-28 06:34:16.952844
989,2007-01-29 00:34:16.952844,105,2,78,91,0,12,2007-01-29 12:34:16.952844
990,2007-01-30 00:34:16.952844,103,5,149,86,1,18,2007-01-30 18:34:16.952844
991,2007-01-31 00:34:16.952844,104,2,85,89,1,6,2007-01-31 06:34:16.952844
992,2007-02-01 00:34:16.952844,106,2,236,55,0,21,2007-02-01 21:34:16.952844
993,2007-02-02 00:34:16.952844,106,4,137,94,1,19,2007-02-02 19:34:16.952844
994,2007-02-03 00:34:16.952844,101,5,143,88,0,9,2007-02-03 09:34:16.952844
995,2007-02-04 00:34:16.952844,104,5,159,83,1,17,2007-02-04 17:34:16.952844
996,2007-02-05 00:34:16.952844,104,1,66,94,0,17,2007-02-05 17:34:16.952844
997,2007-02-06 00:34:16.952844,102,3,55,75,0,22,2007-02-06 22:34:16.952844
998,2007-02-07 00:34:16.952844,105,1,148,77,0,20,2007-02-07 20:34:16.952844
999,2007-02-08 00:34:16.952844,103,3,227,54,0,15,2007-02-08 15:34:16.952844
1000,2007-02-09 00:34:16.952844,104,1,88,79,1,8,2007-02-09 08:34:16.952844
1001,2007-02-10 00:34:16.952844,106,4,190,66,1,17,2007-02-10 17:34:16.952844
1002,2007-02-11 00:34:16.952844,105,4,208,63,1,6,2007-02-11 06:34:16.952844
1003,2007-02-12 00:34:16.952844,105,1,41,84,1,6,2007-02-12 06:34:16.952844
1004,2007-02-13 00:34:16.952844,103,4,49,92,0,15,2007-02-13 15:34:16.952844
1005,2007-02-14 00:34:16.952844,107,3,72,76,0,20,2007-02-14 20:34:16.952844
1006,2007-02-15 00:34:16.952844,106,2,79,81,1,7,2007-02-15 07:34:16.952844
1007,2007-02-16 00:34:16.952844,101,2,213,64,1,22,2007-02-16 22:34:16.952844
1008,2007-02-17 00:34:16.952844,101,2,200,67,1,13,2007-02-17 13:34:16.952844
1009,2007-02-18 00:34:16.952844,106,2,180,86,1,14,2007-02-18 14:34:16.952844
1010,2007-02-19 00:34:16.952844,104,5,67,94,0,16,2007-02-19 16:34:16.952844
1011,2007-02-20 00:34:16.952844,105,4,180,87,1,11,2007-02-20 11:34:16.952844
1012,2007-02-21 00:34:16.952844,102,4,81,90,0,19,2007-02-21 19:34:16.952844
1013,2007-02-22 00:34:16.952844,105,2,207,59,1,6,2007-02-22 06:34:16.952844
1014,2007-02-23 00:34:16.952844,103,2,153,82,0,12,2007-02-23 12:34:16.952844
1015,2007-02-24 00:34:16.952844,103,4,114,75,0,14,2007-02-24 14:34:16.952844
1016,2007-02-25 00:34:16.952844,107,3,37,80,0,16,2007-02-25 16:34:16.952844
1017,2007-02-26 00:34:16.952844,104,2,34,89,0,21,2007-02-26 21:34:16.952844
1018,2007-02-27 00:34:16.952844,107,4,115,89,1,7,2007-02-27 07:34:16.952844
1019,2007-02-28 00:34:16.952844,104,4,63,75,1,20,2007-02-28 20:34:16.952844
1020,2007-03-01 00:34:16.952844,106,4,84,85,1,8,2007-03-01 08:34:16.952844
1021,2007-03-02 00:34:16.952844,102,1,231,67,0,9,2007-03-02 09:34:16.952844
1022,2007-03-03 00:34:16.952844,107,2,239,66,1,12,2007-03-03 12:34:16.952844
1023,2007-03-04 00:34:16.952844,101,3,55,82,0,17,2007-03-04 17:34:16.952844
1024,2007-03-05 00:34:16.952844,105,3,76,82,0,9,2007-03-05 09:34:16.952844
1025,2007-03-06 00:34:16.952844,107,4,142,86,1,15,2007-03-06 15:34:16.952844
1026,2007-03-07 00:34:16.952844,105,5,101,88,0,11,2007-03-07 11:34:16.952844
1027,2007-03-08 00:34:16.952844,105,1,225,50,1,19,2007-03-08 19:34:16.952844
1028,2007-03-09 00:34:16.952844,107,5,30,93,1,8,2007-03-09 08:34:16.952844
1029,2007-03-10 00:34:16.952844,105,1,60,90,1,22,2007-03-10 22:34:16.952844
1030,2007-03-11 00:34:16.952844,105,2,171,90,1,16,2007-03-11 16:34:16.952844
1031,2007-03-12 00:34:16.952844,101,2,98,83,1,15,2007-03-12 15:34:16.952844
1032,2007-03-13 00:34:16.952844,107,1,119,76,1,15,2007-03-13 15:34:16.952844
1033,2007-03-14 00:34:16.952844,103,3,221,55,0,15,2007-03-14 15:34:16.952844
1034,2007-03-15 00:34:16.952844,104,1,92,83,0,8,2007-03-15 08:34:16.952844
1035,2007-03-16 00:34:16.952844,102,5,190,58,1,20,2007-03-16 20:34:16.952844
1036,2007-03-17 00:34:16.952844,107,5,118,90,1,22,2007-03-17 22:34:16.952844
1037,2007-03-18 00:34:16.952844,102,5,42,83,0,17,2007-03-18 17:34:16.952844
1038,2007-03-19 00:34:16.952844,107,2,106,83,0,10,2007-03-19 10:34:16.952844
1039,2007-03-20 00:34:16.952844,107,1,232,53,1,21,2007-03-20 21:34:16.952844
1040,2007-03-21 00:34:16.952844,105,3,127,80,0,20,2007-03-21 20:34:16.952844
1041,2007-03-22 00:34:16.952844,103,3,161,80,1,20,2007-03-22 20:34:16.952844
1042,2007-03-23 00:34:16.952844,105,3,48,80,0,11,2007-03-23 11:34:16.952844
1043,2007-03-24 00:34:16.952844,102,4,111,87,0,17,2007-03-24 17:34:16.952844
1044,2007-03-25 00:34:16.952844,103,2,52,93,0,7,2007-03-25 07:34:16.952844
1045,2007-03-26 00:34:16.952844,102,2,138,85,1,14,2007-03-26 14:34:16.952844
1046,2007-03-27 00:34:16.952844,107,2,158,81,1,9,2007-03-27 09:34:16.952844
1047,2007-03-28 00:34:16.952844,104,2,118,89,1,10,2007-03-28 10:34:16.952844
1048,2007-03-29 00:34:16.952844,106,4,94,86,1,13,2007-03-29 13:34:16.952844
1049,2007-03-30 00:34:16.952844,104,1,228,64,0,15,2007-03-30 15:34:16.952844
1050,2007-03-31 00:34:16.952844,104,5,178,93,1,12,2007-03-31 12:34:16.952844
1051,2007-04-01 00:34:16.952844,106,3,89,75,1,19,2007-04-01 19:34:16.952844
1052,2007-04-02 00:34:16.952844,104,3,78,91,0,10,2007-04-02 10:34:16.952844
1053,2007-04-03 00:34:16.952844,107,1,64,86,1,21,2007-04-03 21:34:16.952844
1054,2007-04-04 00:34:16.952844,106,3,131,85,0,20,2007-04-04 20:34:16.952844
1055,2007-04-05 00:34:16.952844,107,5,128,82,1,10,2007-04-05 10:34:16.952844
1056,2007-04-06 00:34:16.952844,102,4,139,88,0,8,2007-04-06 08:34:16.952844
1057,2007-04-07 00:34:16.952844,104,3,103,76,1,15,2007-04-07 15:34:16.952844
1058,2007-04-08 00:34:16.952844,107,3,203,58,1,10,2007-04-08 10:34:16.952844
1059,2007-04-09 00:34:16.952844,105,5,32,82,0,20,2007-04-09 20:34:16.952844
1060,2007-04-10 00:34:16.952844,105,4,77,76,1,13,2007-04-10 13:34:16.952844
1061,2007-04-11 00:34:16.952844,106,1,227,61,0,7,2007-04-11 07:34:16.952844
1062,2007-04-12 00:34:16.952844,101,4,162,76,0,13,2007-04-12 13:34:16.952844
1063,2007-04-13 00:34:16.952844,101,2,77,79,1,13,2007-04-13 13:34:16.952844
1064,2007-04-14 00:34:16.952844,104,1,236,61,1,9,2007-04-14 09:34:16.952844
1065,2007-04-15 00:34:16.952844,102,2,44,85,1,6,2007-04-15 06:34:16.952844
1066,2007-04-16 00:34:16.952844,102,3,205,55,0,20,2007-04-16 20:34:16.952844
1067,2007-04-17 00:34:16.952844,106,3,75,92,1,17,2007-04-17 17:34:16.952844
1068,2007-04-18 00:34:16.952844,101,3,137,85,0,6,2007-04-18 06:34:16.952844
1069,2007-04-19 00:34:16.952844,101,4,50,85,1,12,2007-04-19 12:34:16.952844
1070,2007-04-20 00:34:16.952844,106,2,109,89,1,6,2007-04-20 06:34:16.952844
1071,2007-04-21 00:34:16.952844,106,1,146,89,0,12,2007-04-21 12:34:16.952844
1072,2007-04-22 00:34:16.952844,101,2,54,78,1,7,2007-04-22 07:34:16.952844
1073,2007-04-23 00:34:16.952844,101,2,232,68,0,12,2007-04-23 12:34:16.952844
1074,2007-04-24 00:34:16.952844,105,4,44,78,0,18,2007-04-24 18:34:16.952844
1075,2007-04-25 00:34:16.952844,101,3,50,87,0,10,2007-04-25 10:34:16.952844
1076,2007-04-26 00:34:16.952844,107,4,48,76,0,6,2007-04-26 06:34:16.952844
1077,2007-04-27 00:34:16.952844,104,1,107,78,0,6,2007-04-27 06:34:16.952844
1078,2007-04-28 00:34:16.952844,104,1,146,94,0,6,2007-04-28 06:34:16.952844
1079,2007-04-29 00:34:16.952844,101,3,56,89,1,10,2007-04-29 10:34:16.952844
1080,2007-04-30 00:34:16.952844,103,2,185,52,1,14,2007-04-30 14:34:16.952844
1081,2007-05-01 00:34:16.952844,107,2,165,90,0,17,2007-05-01 17:34:16.952844
1082,2007-05-02 00:34:16.952844,101,5,135,78,0,14,2007-05-02 14:34:16.952844
1083,2007-05-03 00:34:16.952844,105,2,187,67,1,16,2007-05-03 16:34:16.952844
1084,2007-05-04 00:34:16.952844,103,2,31,91,0,6,2007-05-04 06:34:16.952844
1085,2007-05-05 00:34:16.952844,104,5,106,78,1,15,2007-05-05 15:34:16.952844
1086,2007-05-06 00:34:16.952844,107,2,119,85,0,7,2007-05-06 07:34:16.952844
