AssessmentID,SessionID,Subject,Questions_Total,Questions_Correct,Difficulty_Rating
1987,1987,English,12,10,1
1988,1988,Physics,14,8,1
1989,1989,Physics,36,32,3
1990,1990,Science,49,28,1
1991,1991,Chemistry,13,7,2
1992,1992,Math,32,28,1
1993,1993,Chemistry,34,16,1
1994,1994,Chemistry,37,34,3
1995,1995,Math,31,22,1
1996,1996,English,30,18,4
1997,1997,Chemistry,25,14,5
1998,1998,Physics,35,16,1
1999,1999,Chemistry,19,17,1
2000,2000,Physics,36,25,4
2001,2001,Chemistry,33,28,4
2002,2002,Chemistry,30,15,3
2003,2003,Science,17,11,1
2004,2004,Chemistry,11,5,4
2005,2005,Science,10,4,4
2006,2006,Chemistry,46,27,4
2007,2007,English,31,22,3
2008,2008,Math,14,8,2
2009,2009,Physics,47,19,5
2010,2010,Physics,27,24,4
2011,2011,Math,19,7,4
2012,2012,English,17,12,3
2013,2013,Physics,32,19,1
2014,2014,English,10,8,4
2015,2015,English,43,27,5
2016,2016,English,12,9,1
2017,2017,Math,21,15,3
2018,2018,Math,13,9,1
2019,2019,Science,39,15,5
2020,2020,Chemistry,15,12,4
2021,2021,Chemistry,41,24,5
2022,2022,Science,17,9,1
2023,2023,English,49,36,1
2024,2024,Math,13,9,3
2025,2025,Math,18,12,4
2026,2026,English,15,11,2
2027,2027,Physics,11,6,3
2028,2028,Physics,44,25,1
2029,2029,Math,24,15,4
2030,2030,Chemistry,23,16,4
2031,2031,English,46,25,3
2032,2032,Chemistry,29,10,3
2033,2033,Math,42,33,3
2034,2034,Physics,17,11,4
2035,2035,Science,47,40,5
2036,2036,Physics,48,34,2
2037,2037,Chemistry,17,5,3
2038,2038,Chemistry,29,21,5
2039,2039,Math,41,13,4
2040,2040,Physics,46,32,3
2041,2041,Math,12,6,2
2042,2042,Science,34,25,5
2043,2043,Science,20,18,1
2044,2044,Chemistry,22,16,4
2045,2045,Physics,49,35,3
2046,2046,Chemistry,25,14,5
2047,2047,English,12,11,4
2048,2048,English,40,32,3
2049,2049,Science,10,5,5
2050,2050,Science,20,11,5
2051,2051,Math,12,7,3
2052,2052,Chemistry,10,5,3
2053,2053,Chemistry,21,10,3
2054,2054,Chemistry,19,10,5
2055,2055,Science,31,23,3
2056,2056,Math,17,9,5
2057,2057,Chemistry,28,25,1
2058,2058,Chemistry,38,19,5
2059,2059,Math,14,7,3
2060,2060,English,46,27,5
2061,2061,Science,47,21,2
2062,2062,Science,35,20,3
2063,2063,Science,12,8,3
2064,2064,Chemistry,38,35,2
2065,2065,Chemistry,46,34,5
2066,2066,Chemistry,34,10,2
2067,2067,English,17,14,1
2068,2068,Physics,44,15,5
2069,2069,Math,35,18,1
2070,2070,English,44,37,2
2071,2071,Math,11,8,2
2072,2072,English,40,37,5
2073,2073,Chemistry,14,7,5
2074,2074,English,22,10,3
2075,2075,English,10,8,3
2076,2076,Chemistry,41,25,1
2077,2077,Physics,34,30,3
2078,2078,Science,36,20,3
2079,2079,English,13,7,3
2080,2080,Physics,12,5,1
2081,2081,English,17,13,1
2082,2082,Math,26,19,4
2083,2083,Chemistry,13,9,2
2084,2084,Chemistry,15,13,2
2085,2085,Science,32,18,3
2086,2086,English,42,36,2
2087,2087,Chemistry,47,38,3
2088,2088,Science,30,22,2
2089,2089,Physics,37,25,4
2090,2090,Science,25,18,3
2091,2091,English,25,16,4
2092,2092,English,38,22,2
2093,2093,English,34,26,2
2094,2094,Chemistry,44,26,2
2095,2095,Chemistry,31,26,5
2096,2096,Math,41,16,3
2097,2097,Physics,36,30,1
2098,2098,Physics,37,22,4
2099,2099,Math,24,19,2
2100,2100,Physics,18,13,4
2101,2101,English,13,11,5
2102,2102,Science,15,11,3
2103,2103,Science,21,6,1
2104,2104,Math,16,7,3
2105,2105,Chemistry,29,16,3
2106,2106,Math,31,19,2
2107,2107,Physics,49,26,3
2108,2108,English,35,32,4
2109,2109,Chemistry,43,30,3
2110,2110,Math,14,9,3
2111,2111,English,36,18,2
2112,2112,Chemistry,41,29,1
2113,2113,Chemistry,40,22,5
2114,2114,Math,11,10,1
2115,2115,Chemistry,48,28,3
2116,2116,Chemistry,38,13,4
2117,2117,Science,48,24,5
2118,2118,Science,20,11,3
2119,2119,Math,20,10,3
2120,2120,Math,36,28,1
2121,2121,Chemistry,37,24,3
2122,2122,Science,23,18,1
2123,2123,English,48,28,1
2124,2124,Math,41,15,2
2125,2125,Chemistry,27,17,5
2126,2126,Science,25,12,5
2127,2127,English,25,21,5
2128,2128,English,30,22,5
2129,2129,Science,22,11,2
2130,2130,English,36,14,1
2131,2131,English,42,32,4
2132,2132,Math,36,29,2
2133,2133,English,29,10,2
2134,2134,English,32,10,5
2135,2135,Science,18,9,2
2136,2136,Chemistry,10,8,2
2137,2137,Math,27,13,4
2138,2138,English,35,27,4
2139,2139,Science,14,10,4
2140,2140,Chemistry,44,28,4
2141,2141,Physics,30,28,4
2142,2142,Science,14,9,5
2143,2143,Science,30,21,2
2144,2144,Chemistry,13,8,3
2145,2145,Math,30,19,3
2146,2146,Chemistry,13,7,1
2147,2147,Math,28,15,2
2148,2148,English,37,17,1
2149,2149,Chemistry,12,10,5
2150,2150,Physics,16,8,3
2151,2151,English,18,15,3
2152,2152,Physics,22,17,5
2153,2153,Science,28,23,4
2154,2154,Chemistry,31,18,2
2155,2155,English,26,17,5
2156,2156,Physics,33,23,1
2157,2157,Science,22,16,3
2158,2158,Math,27,15,1
2159,2159,Science,12,5,1
2160,2160,English,36,18,1
2161,2161,English,15,8,2
2162,2162,Science,47,15,3
2163,2163,Math,38,23,1
2164,2164,Science,25,15,3
2165,2165,Physics,17,12,2
2166,2166,Physics,25,8,3
2167,2167,English,35,24,3
2168,2168,Math,25,12,1
2169,2169,Math,23,11,3
2170,2170,Physics,12,4,3
2171,2171,Physics,26,13,3
2172,2172,English,28,9,2
2173,2173,English,17,16,2
2174,2174,Chemistry,11,7,1
2175,2175,Chemistry,16,8,2
2176,2176,Math,26,9,3
2177,2177,Chemistry,45,32,3
2178,2178,English,39,30,2
2179,2179,Science,47,28,1
2180,2180,Math,45,31,3
2181,2181,English,17,12,5
2182,2182,Physics,30,17,2
2183,2183,English,23,7,2
2184,2184,Chemistry,44,30,4
2185,2185,Science,18,7,4
2186,2186,Math,42,29,4
2187,2187,Physics,25,13,5
2188,2188,Physics,31,26,2
2189,2189,English,39,29,2
2190,2190,English,49,25,5
2191,2191,Science,30,25,1
2192,2192,Physics,45,30,5
2193,2193,Science,19,13,5
2194,2194,English,30,19,1
2195,2195,English,24,17,3
2196,2196,Physics,24,9,4
2197,2197,Science,15,7,1
2198,2198,Math,35,15,4
2199,2199,Science,31,20,5
2200,2200,Math,23,7,2
2201,2201,Chemistry,41,14,1
2202,2202,English,18,13,4
2203,2203,Math,38,28,2
2204,2204,Chemistry,20,11,4
2205,2205,Chemistry,27,22,2
2206,2206,English,49,34,4
2207,2207,Math,21,15,2
2208,2208,Chemistry,49,21,1
2209,2209,Chemistry,12,9,2
2210,2210,Physics,32,22,4
2211,2211,Science,37,20,3
2212,2212,Math,39,21,5
2213,2213,Physics,39,33,1
2214,2214,English,33,16,1
2215,2215,English,45,27,2
2216,2216,Math,23,15,4
2217,2217,Math,48,41,3
2218,2218,Chemistry,11,6,5
2219,2219,Physics,18,5,1
2220,2220,English,23,9,5
2221,2221,Science,24,20,1
2222,2222,English,23,16,4
2223,2223,Math,44,39,3
2224,2224,Physics,33,27,3
2225,2225,Math,26,9,5
2226,2226,Science,17,9,4
2227,2227,Chemistry,41,19,4
2228,2228,Math,24,18,2
2229,2229,Math,46,40,5
2230,2230,Chemistry,38,22,5
2231,2231,Math,20,11,3
2232,2232,English,27,17,5
2233,2233,Science,21,14,5
2234,2234,Chemistry,30,9,2
2235,2235,Physics,36,25,4
2236,2236,Math,28,17,5
2237,2237,Chemistry,35,10,4
2238,2238,Math,19,13,3
2239,2239,Science,37,21,5
2240,2240,Math,48,26,4
2241,2241,English,40,29,5
2242,2242,English,44,37,5
2243,2243,Math,38,23,1
2244,2244,English,46,26,5
2245,2245,Math,43,22,1
2246,2246,Chemistry,13,7,2
2247,2247,Science,18,10,3
2248,2248,Chemistry,36,16,5
2249,2249,Science,40,29,5
2250,2250,English,16,7,1
2251,2251,Science,41,29,4
2252,2252,English,41,21,2
2253,2253,Chemistry,44,40,3
2254,2254,English,15,7,5
2255,2255,Science,36,14,3
2256,2256,Physics,28,9,3
2257,2257,Physics,22,19,5
2258,2258,English,26,19,2
2259,2259,Physics,23,13,1
2260,2260,Math,47,33,3
2261,2261,Math,20,11,2
2262,2262,Chemistry,12,4,5
2263,2263,Science,31,26,2
2264,2264,English,43,31,1
2265,2265,English,49,39,2
2266,2266,English,39,29,5
2267,2267,Physics,34,25,5
2268,2268,English,15,6,1
2269,2269,Science,30,19,2
2270,2270,Chemistry,19,11,5
2271,2271,Physics,23,15,2
2272,2272,Math,40,31,3
2273,2273,Math,24,13,1
2274,2274,Chemistry,24,16,2
2275,2275,English,17,11,3
2276,2276,Math,10,4,5
2277,2277,Chemistry,41,38,1
2278,2278,English,11,4,3
2279,2279,Math,34,30,2
2280,2280,English,47,20,1
2281,2281,Chemistry,41,19,2
2282,2282,Math,12,10,1
2283,2283,Science,22,16,1
2284,2284,Chemistry,30,16,1
2285,2285,Chemistry,47,23,2
2286,2286,Chemistry,46,32,4
2287,2287,Science,30,18,3
2288,2288,Math,47,27,2
2289,2289,English,39,27,4
2290,2290,Math,48,16,1
2291,2291,English,24,7,2
2292,2292,Science,15,7,1
2293,2293,Math,33,14,3
2294,2294,Science,14,7,1
2295,2295,English,19,7,4
2296,2296,Math,32,30,4
2297,2297,Chemistry,46,35,2
2298,2298,Math,48,32,2
2299,2299,Science,25,13,4
2300,2300,Chemistry,14,5,3
2301,2301,Science,41,13,3
2302,2302,Physics,10,5,4
2303,2303,Physics,48,33,3
2304,2304,Physics,31,17,4
2305,2305,Science,30,17,2
2306,2306,Physics,43,37,3
2307,2307,English,33,23,5
2308,2308,Chemistry,46,24,1
2309,2309,Science,23,7,4
2310,2310,Physics,10,4,5
2311,2311,Physics,29,26,3
2312,2312,English,30,27,4
2313,2313,Chemistry,39,31,5
2314,2314,Math,48,28,5
2315,2315,Math,15,13,2
2316,2316,Science,19,13,5
2317,2317,Math,20,15,1
2318,2318,Physics,25,10,1
2319,2319,Science,41,15,3
2320,2320,Physics,24,11,3
2321,2321,Science,41,25,4
2322,2322,Physics,17,10,3
2323,2323,Science,26,20,2
2324,2324,Chemistry,26,10,2
2325,2325,English,23,16,5
2326,2326,Math,14,8,3
2327,2327,English,47,18,5
2328,2328,Math,29,14,2
2329,2329,Science,17,10,2
2330,2330,Science,19,7,1
2331,2331,Chemistry,42,21,5
2332,2332,Physics,15,10,4
2333,2333,Science,25,18,5
2334,2334,Math,13,10,2
2335,2335,Science,33,25,3
2336,2336,English,24,12,3
2337,2337,Physics,11,7,4
2338,2338,English,46,24,3
2339,2339,Chemistry,47,17,4
2340,2340,Chemistry,15,11,2
2341,2341,Math,31,28,5
2342,2342,Science,39,12,5
2343,2343,English,18,12,3
2344,2344,Chemistry,12,10,5
2345,2345,Chemistry,33,22,1
2346,2346,Math,32,23,4
2347,2347,Science,37,27,1
2348,2348,Physics,35,23,4
2349,2349,Science,12,7,4
2350,2350,Chemistry,33,30,3
2351,2351,Physics,15,9,2
2352,2352,Science,47,30,1
2353,2353,Physics,11,8,2
2354,2354,Math,18,12,1
2355,2355,Physics,34,25,3
2356,2356,Physics,19,12,2
2357,2357,Science,42,26,3
2358,2358,Chemistry,32,19,2
2359,2359,Physics,38,34,4
2360,2360,English,35,25,3
2361,2361,Math,22,16,1
2362,2362,English,45,14,1
2363,2363,Chemistry,43,13,1
2364,2364,Physics,34,20,1
2365,2365,Physics,23,16,2
2366,2366,Math,47,25,2
2367,2367,Science,34,16,5
2368,2368,Chemistry,18,13,4
2369,2369,Physics,36,26,3
2370,2370,English,46,25,4
2371,2371,English,20,10,5
2372,2372,Science,37,13,5
2373,2373,Math,40,32,4
2374,2374,Physics,35,22,3
2375,2375,English,34,22,1
2376,2376,Chemistry,40,22,5
2377,2377,Chemistry,32,23,4
2378,2378,Science,22,15,3
2379,2379,English,49,38,4
2380,2380,Physics,32,22,1
2381,2381,Physics,37,31,1
2382,2382,Chemistry,15,12,1
2383,2383,Chemistry,47,41,5
2384,2384,Science,18,16,2
2385,2385,Science,35,22,1
2386,2386,Science,25,11,4
2387,2387,Science,46,14,3
2388,2388,Chemistry,43,15,2
2389,2389,Math,26,16,4
2390,2390,Chemistry,29,18,1
2391,2391,Chemistry,37,13,1
2392,2392,Chemistry,11,4,1
2393,2393,English,19,11,1
2394,2394,English,41,21,1
2395,2395,English,27,24,3
2396,2396,Chemistry,30,17,2
2397,2397,Physics,11,6,5
2398,2398,English,20,12,2
2399,2399,Math,22,12,5
2400,2400,Science,19,12,3
2401,2401,Physics,12,10,4
2402,2402,English,40,15,2
2403,2403,Physics,40,37,1
2404,2404,English,32,16,5
2405,2405,Chemistry,47,24,4
2406,2406,Science,16,12,4
2407,2407,Science,44,25,5
2408,2408,Math,48,24,5
2409,2409,Physics,28,16,5
2410,2410,Science,42,18,2
2411,2411,English,37,22,5
2412,2412,English,38,12,1
2413,2413,Chemistry,23,10,5
2414,2414,Science,47,34,5
2415,2415,Science,41,34,4
2416,2416,Chemistry,22,17,3
2417,2417,English,25,16,2
2418,2418,English,16,5,1
2419,2419,Science,32,16,1
2420,2420,Math,20,8,3
2421,2421,Chemistry,12,6,2
2422,2422,Chemistry,17,6,2
2423,2423,Chemistry,12,6,5
2424,2424,Math,44,19,1
2425,2425,Chemistry,18,7,4
2426,2426,English,37,18,1
2427,2427,English,38,27,2
2428,2428,Chemistry,16,9,3
2429,2429,Science,14,8,1
2430,2430,Science,46,42,1
2431,2431,Physics,48,16,4
2432,2432,Chemistry,28,15,2
2433,2433,English,46,25,1
2434,2434,English,38,34,5
2435,2435,English,44,31,2
2436,2436,Science,13,8,4
2437,2437,English,23,11,3
2438,2438,English,41,14,5
2439,2439,English,27,19,2
2440,2440,Science,24,14,4
2441,2441,Science,45,29,3
2442,2442,Physics,34,18,3
2443,2443,English,11,3,5
2444,2444,Chemistry,46,21,3
2445,2445,Chemistry,32,13,4
2446,2446,English,38,21,5
2447,2447,English,12,9,1
2448,2448,Chemistry,43,22,1
2449,2449,Chemistry,10,6,3
2450,2450,Chemistry,37,13,2
2451,2451,English,32,22,3
2452,2452,Science,34,23,3
2453,2453,Physics,36,26,2
2454,2454,Chemistry,23,16,3
2455,2455,Math,17,9,3
2456,2456,Physics,13,6,2
2457,2457,Math,32,28,4
2458,2458,Science,29,27,5
2459,2459,Physics,21,19,3
2460,2460,English,26,13,1
2461,2461,Science,40,24,1
2462,2462,Math,41,24,4
2463,2463,English,12,10,3
2464,2464,Physics,18,9,5
2465,2465,English,35,10,1
2466,2466,Science,44,17,1
2467,2467,Math,13,11,5
2468,2468,Physics,14,8,2
2469,2469,Science,32,15,4
2470,2470,English,32,10,5
2471,2471,English,37,19,2
2472,2472,Science,19,14,3
2473,2473,English,29,16,2
2474,2474,Math,25,10,2
2475,2475,Science,47,41,1
2476,2476,Science,16,14,5
2477,2477,Chemistry,14,7,3
2478,2478,Math,10,9,2
2479,2479,Math,15,11,4
2480,2480,Math,17,7,2
2481,2481,Math,23,13,2
2482,2482,Physics,47,28,2
2483,2483,Physics,42,24,1
2484,2484,Math,33,12,4
2485,2485,Chemistry,15,10,5
2486,2486,Chemistry,27,10,5
2487,2487,Science,16,9,3
2488,2488,English,21,18,4
2489,2489,Math,48,18,4
2490,2490,Physics,45,24,4
2491,2491,Science,31,27,1
2492,2492,Math,33,22,1
2493,2493,Physics,38,14,2
2494,2494,English,13,7,2
2495,2495,Math,30,27,4
2496,2496,Science,11,6,5
2497,2497,Physics,15,5,5
2498,2498,Math,10,5,1
2499,2499,Math,39,26,4
2500,2500,Science,21,11,3
2501,2501,English,25,12,4
2502,2502,English,42,29,4
2503,2503,Chemistry,18,13,5
2504,2504,Physics,17,6,4
2505,2505,Science,19,10,1
2506,2506,English,22,19,3
2507,2507,Chemistry,38,13,3
2508,2508,Science,46,31,1
2509,2509,Math,15,8,3
2510,2510,English,27,15,1
2511,2511,English,32,22,3
2512,2512,English,38,19,2
2513,2513,Chemistry,36,19,1
2514,2514,Physics,27,11,5
2515,2515,Chemistry,45,23,5
2516,2516,Physics,49,39,5
2517,2517,Science,49,25,4
2518,2518,Science,10,5,5
2519,2519,Physics,39,31,3
2520,2520,Math,46,30,3
2521,2521,Physics,20,12,3
2522,2522,English,49,18,3
2523,2523,Science,39,34,3
2524,2524,Math,46,39,4
2525,2525,English,23,20,3
2526,2526,Science,22,7,3
2527,2527,Science,18,15,1
2528,2528,Physics,25,18,3
2529,2529,Science,37,19,4
2530,2530,Math,47,34,1
2531,2531,English,40,23,4
2532,2532,Chemistry,25,22,1
2533,2533,Chemistry,27,21,3
2534,2534,Chemistry,49,24,5
2535,2535,English,23,7,5
2536,2536,Math,14,5,4
2537,2537,English,13,5,5
2538,2538,Physics,46,36,3
2539,2539,English,44,32,4
2540,2540,English,27,14,2
2541,2541,Chemistry,38,30,4
2542,2542,Science,31,26,2
2543,2543,English,29,24,1
2544,2544,English,15,13,4
2545,2545,Math,19,10,4
2546,2546,Physics,24,13,2
2547,2547,Chemistry,43,34,2
2548,2548,English,20,7,5
2549,2549,Science,29,15,4
2550,2550,Math,39,28,5
2551,2551,Math,13,7,3
2552,2552,Chemistry,47,26,1
2553,2553,Physics,26,13,5
2554,2554,Science,28,20,3
2555,2555,Math,31,16,2
2556,2556,Chemistry,37,23,5
2557,2557,English,26,14,3
2558,2558,Chemistry,14,5,4
2559,2559,Chemistry,30,9,2
2560,2560,Math,42,30,3
2561,2561,English,29,21,3
2562,2562,Chemistry,25,16,3
2563,2563,English,45,40,2
2564,2564,Physics,15,8,3
2565,2565,Chemistry,11,10,3
2566,2566,Science,18,16,5
2567,2567,Physics,22,7,4
2568,2568,Math,27,11,1
2569,2569,Physics,42,38,2
2570,2570,Science,39,18,1
2571,2571,Physics,42,16,5
2572,2572,Chemistry,11,8,2
2573,2573,Physics,28,16,4
2574,2574,Math,40,34,4
2575,2575,Science,38,13,5
2576,2576,Physics,24,12,2
2577,2577,Science,37,12,1
2578,2578,Math,36,20,1
2579,2579,Science,29,16,1
2580,2580,Chemistry,33,20,5
2581,2581,English,21,16,4
2582,2582,Physics,22,15,4
2583,2583,Chemistry,34,21,3
2584,2584,Math,20,15,4
2585,2585,Math,25,19,4
2586,2586,Math,14,5,3
2587,2587,Chemistry,13,11,2
2588,2588,Chemistry,47,16,1
2589,2589,Chemistry,26,11,2
2590,2590,Science,47,39,1
2591,2591,Science,39,16,1
2592,2592,Math,42,38,3
2593,2593,Chemistry,38,28,2
2594,2594,Physics,47,37,4
2595,2595,Math,13,7,5
2596,2596,Science,44,17,5
2597,2597,Chemistry,49,41,1
2598,2598,Math,13,8,2
2599,2599,English,33,11,2
2600,2600,Science,37,28,2
2601,2601,Math,11,7,2
2602,2602,Science,37,26,5
2603,2603,Physics,19,11,1
2604,2604,English,31,13,3
2605,2605,English,45,16,2
2606,2606,English,37,25,3
2607,2607,Math,15,13,1
2608,2608,English,23,14,4
2609,2609,Science,27,12,1
2610,2610,English,11,6,2
2611,2611,Chemistry,25,9,5
2612,2612,Science,43,32,4
2613,2613,Science,48,43,5
2614,2614,Chemistry,43,36,5
2615,2615,Math,42,14,3
2616,2616,Science,16,9,5
2617,2617,Physics,33,15,4
2618,2618,Science,32,23,5
2619,2619,Physics,38,12,3
2620,2620,Physics,45,33,3
2621,2621,Physics,24,12,3
2622,2622,Chemistry,20,14,1
2623,2623,Physics,32,24,3
2624,2624,English,30,18,5
2625,2625,English,32,26,3
2626,2626,Math,23,16,4
2627,2627,Physics,14,8,4
2628,2628,Chemistry,11,5,5
2629,2629,Chemistry,45,22,1
2630,2630,Math,42,28,4
2631,2631,Chemistry,15,6,5
2632,2632,English,40,24,3
2633,2633,Chemistry,16,14,1
2634,2634,Science,36,12,5
2635,2635,Science,17,9,5
2636,2636,Physics,33,16,3
2637,2637,Math,40,22,4
2638,2638,Math,38,28,4
2639,2639,Chemistry,21,9,2
2640,2640,Chemistry,48,34,3
2641,2641,Physics,13,9,1
2642,2642,Math,15,10,5
2643,2643,English,43,33,2
2644,2644,Math,22,11,5
2645,2645,Chemistry,10,8,2
2646,2646,Math,11,6,3
2647,2647,English,46,23,3
2648,2648,Physics,39,35,4
2649,2649,Math,37,14,3
2650,2650,Chemistry,38,30,1
2651,2651,Science,36,26,5
2652,2652,Science,48,14,2
2653,2653,English,49,34,4
2654,2654,English,38,33,2
2655,2655,Physics,19,10,1
2656,2656,Math,44,32,5
2657,2657,Physics,32,12,4
2658,2658,Physics,36,30,3
2659,2659,Chemistry,39,20,3
2660,2660,Science,49,23,3
2661,2661,Physics,12,7,2
2662,2662,Math,21,15,3
2663,2663,English,36,14,2
2664,2664,Math,19,10,4
2665,2665,English,36,33,5
2666,2666,Physics,33,29,4
2667,2667,English,13,9,2
2668,2668,Math,46,21,1
2669,2669,Physics,14,7,3
2670,2670,Physics,26,13,5
2671,2671,English,33,26,5
2672,2672,Math,12,9,4
2673,2673,Math,44,15,2
2674,2674,Physics,33,16,3
2675,2675,Chemistry,43,36,4
2676,2676,Physics,26,8,3
2677,2677,Physics,37,25,2
2678,2678,English,39,21,2
2679,2679,Chemistry,47,36,3
2680,2680,Physics,35,21,5
2681,2681,Science,39,29,1
2682,2682,English,48,31,4
2683,2683,Math,24,16,5
2684,2684,Chemistry,47,26,3
2685,2685,Math,25,17,1
2686,2686,Chemistry,27,9,5
2687,2687,Chemistry,33,24,4
2688,2688,Math,36,19,1
2689,2689,Math,47,37,5
2690,2690,Physics,13,7,4
2691,2691,Math,39,29,2
2692,2692,English,34,24,1
2693,2693,Science,33,12,2
2694,2694,Math,48,26,4
2695,2695,Physics,16,14,3
2696,2696,Physics,44,24,5
2697,2697,Physics,33,30,5
2698,2698,Math,46,24,4
2699,2699,English,35,17,3
2700,2700,Physics,31,24,4
2701,2701,Math,39,29,5
2702,2702,Science,16,10,4
2703,2703,English,44,40,1
2704,2704,English,43,33,2
2705,2705,Science,43,25,3
2706,2706,Science,19,15,2
2707,2707,Math,44,40,4
2708,2708,English,15,12,1
2709,2709,Math,11,5,2
2710,2710,Science,36,26,2
2711,2711,English,28,12,4
2712,2712,Chemistry,26,16,1
2713,2713,Chemistry,19,17,1
2714,2714,Science,35,30,2
2715,2715,Math,13,9,5
2716,2716,Science,30,28,4
2717,2717,English,43,27,5
2718,2718,Physics,22,20,5
2719,2719,English,42,17,2
2720,2720,English,34,30,4
2721,2721,Chemistry,37,30,2
2722,2722,Physics,41,29,5
2723,2723,Math,36,15,2
2724,2724,Chemistry,48,20,5
2725,2725,English,36,26,3
2726,2726,English,31,14,4
2727,2727,Math,18,9,1
2728,2728,Science,38,19,2
2729,2729,Chemistry,43,29,4
2730,2730,Physics,11,8,3
2731,2731,Science,47,32,4
2732,2732,English,21,12,3
2733,2733,Physics,48,37,2
2734,2734,Math,24,9,1
2735,2735,Chemistry,32,13,4
2736,2736,Physics,48,24,1
2737,2737,Chemistry,48,22,1
2738,2738,English,22,12,5
2739,2739,Science,14,6,5
2740,2740,Science,20,6,5
2741,2741,Science,45,32,5
2742,2742,Physics,39,21,3
2743,2743,Chemistry,14,7,5
2744,2744,Science,45,33,3
2745,2745,Science,38,31,3
2746,2746,Math,45,28,3
2747,2747,Science,10,7,2
2748,2748,English,12,8,5
2749,2749,Chemistry,10,9,2
2750,2750,Physics,21,7,5
2751,2751,Physics,22,13,4
2752,2752,Math,22,10,3
2753,2753,English,15,10,4
2754,2754,English,37,22,1
2755,2755,Math,31,15,5
2756,2756,Chemistry,28,17,1
2757,2757,Chemistry,29,18,2
2758,2758,Math,22,12,1
2759,2759,English,24,22,1
2760,2760,English,36,20,4
2761,2761,English,40,22,5
2762,2762,Chemistry,22,15,2
2763,2763,Math,19,9,4
2764,2764,English,46,27,3
2765,2765,Science,36,28,3
2766,2766,Math,30,17,5
2767,2767,Math,42,21,3
2768,2768,English,10,6,4
2769,2769,English,28,16,2
2770,2770,Math,35,24,4
2771,2771,English,38,33,1
2772,2772,Physics,26,22,3
2773,2773,Science,47,26,4
2774,2774,Math,36,33,2
2775,2775,Math,34,29,5
2776,2776,Science,24,22,2
2777,2777,Science,22,11,1
2778,2778,Chemistry,40,31,2
2779,2779,Chemistry,49,41,3
2780,2780,Math,25,12,2
2781,2781,Math,39,35,1
2782,2782,Physics,31,19,1
2783,2783,English,34,12,2
2784,2784,Physics,33,20,5
2785,2785,English,32,26,4
2786,2786,Physics,19,13,1
2787,2787,English,25,13,2
2788,2788,Math,36,22,3
2789,2789,Physics,19,10,3
2790,2790,Science,39,27,5
2791,2791,Chemistry,28,22,2
2792,2792,Science,24,8,1
2793,2793,Science,47,27,3
2794,2794,Math,39,15,4
2795,2795,Math,23,16,1
2796,2796,English,27,17,4
2797,2797,Chemistry,37,12,1
2798,2798,Math,29,26,5
2799,2799,Physics,25,9,5
2800,2800,Chemistry,19,12,3
2801,2801,Science,42,32,5
2802,2802,Science,33,22,3
2803,2803,Math,18,15,3
2804,2804,Physics,41,21,1
2805,2805,Science,47,22,1
2806,2806,English,10,8,5
2807,2807,Chemistry,35,20,5
2808,2808,Math,42,29,3
2809,2809,Chemistry,35,22,3
2810,2810,Chemistry,41,28,2
2811,2811,Physics,49,33,3
2812,2812,Physics,17,12,1
2813,2813,Physics,48,35,3
2814,2814,Physics,33,29,4
2815,2815,Chemistry,27,19,5
2816,2816,Math,36,14,3
2817,2817,English,18,10,2
2818,2818,Science,44,34,2
2819,2819,Science,48,22,4
2820,2820,Math,38,26,1
2821,2821,Chemistry,14,10,3
2822,2822,Math,14,7,2
2823,2823,Physics,36,12,4
2824,2824,Chemistry,12,5,5
2825,2825,Math,25,18,3
2826,2826,English,42,35,4
2827,2827,English,26,21,5
2828,2828,Physics,24,15,1
2829,2829,Science,13,7,1
2830,2830,English,14,10,3
2831,2831,Physics,39,23,4
2832,2832,Chemistry,38,13,3
2833,2833,Chemistry,36,27,1
2834,2834,Chemistry,40,28,2
2835,2835,Chemistry,47,24,5
2836,2836,Science,46,26,4
2837,2837,Chemistry,17,16,4
2838,2838,Science,27,9,3
2839,2839,Science,24,9,1
2840,2840,Physics,15,7,5
2841,2841,English,48,39,3
2842,2842,Chemistry,12,9,4
2843,2843,Math,24,14,3
2844,2844,Physics,49,37,5
2845,2845,Science,30,23,1
2846,2846,Math,26,13,2
2847,2847,Science,33,15,3
2848,2848,Chemistry,39,22,4
2849,2849,Math,20,10,3
2850,2850,English,31,19,5
2851,2851,Physics,36,20,5
2852,2852,Math,21,19,3
2853,2853,Science,40,20,2
2854,2854,Physics,45,15,5
2855,2855,Chemistry,45,29,1
2856,2856,English,36,20,5
2857,2857,Chemistry,15,8,3
2858,2858,Math,19,10,4
2859,2859,Science,21,15,1
2860,2860,Chemistry,27,19,5
2861,2861,English,41,21,2
2862,2862,Chemistry,28,16,4
2863,2863,Math,31,18,3
2864,2864,Physics,19,15,2
2865,2865,Math,41,36,3
2866,2866,Chemistry,21,17,2
2867,2867,Science,26,8,1
2868,2868,Math,44,25,2
2869,2869,Chemistry,16,8,1
2870,2870,Chemistry,44,31,2
2871,2871,Science,14,11,4
2872,2872,Chemistry,44,20,1
2873,2873,Math,33,29,3
2874,2874,Physics,41,12,3
2875,2875,Math,32,13,3
2876,2876,Science,34,15,2
2877,2877,English,34,24,3
2878,2878,Math,22,8,4
2879,2879,Chemistry,24,22,2
2880,2880,Physics,49,39,3
